imo,mmsi,name,flag,type
9550515,376011000,NYANGUMI,VC,Tug
8324737,376004900,NAVITA,VC,"General Cargo"
7424786,376002500,"DPV SUPPORTER",VC,"Cable Layer"
9337535,376002200,"ZAKHER QUEEN",VC,"Not available"
8211198,376001700,"SEVEN STAR",VC,"General Cargo"
9666364,376001000,"AMT II",VC,"Landing Craft"
7432850,375996000,".......... ALEXANDER",VC,"General Cargo"
5089647,375985000,GRACE,VC,"General Cargo"
7358705,375943000,KRISTINA,VC,Cargo
9225263,375939000,"TROPIC    CARIB",VC,"General Cargo"
7431129,375938000,ANASURYA,VC,"General Cargo"
7623083,375933000,"CARIB PALM",VC,"General Cargo"
9039028,375903000,"TROPIC TIDE",VC,"Ro-Ro Cargo"
9039016,375902000,"TROPIC SUN",VC,"General Cargo"
9630171,375895000,"BOURBON LIBERTY 160",VC,"Other Type"
8411566,375891000,TERA,VC,"General Cargo"
9680384,375885000,"SAAM CITLALI",VC,Tug
9680396,375884000,"SAAM QUETZAL",VC,Tug
8702109,375879000,"BRIGIT P",VC,"Research/Survey Vessel"
9118305,375875000,"ATLAS FORCE",VC,"General Cargo"
8843850,375866000,"SILVER SAND",VC,"General Cargo"
9671539,375863000,"GLOBAL FALCON",VC,"Not available"
8509038,375859000,MOONDANCE,VC,"General Cargo"
9631515,375857000,"STANFORD HUNTER",VC,"High speed craft"
9562984,375856000,WEAVER,VC,"Utility Vessel"
8997144,375854000,"LADA 2005",VC,"General Cargo"
9690963,375851000,"SEA CONQUEST",VC,"Other Type"
9667851,375847000,"SEAEAGLES COMMANDER",VC,Tug
9346495,375845000,"WHITE RABBIT",VC,Yacht
8813594,375838000,"BALTIC PRINCE",VC,Reefer
9510606,375836000,"UAL TYCOON",VC,"Deck Cargo Ship"
7811604,375828000,THOE,VC,"Motor Hopper"
9654177,375822000,"STANFORD BATELEUR",VC,"Offshore Supply Ship"
9105396,375821000,"RISING FALCON",VC,"Bulk Carrier"
9654684,375817000,"ANNY MV",VC,"High speed craft"
9667849,375815000,"SEAEAGLES LEADER",VC,Tug
9126871,375807000,NOBLEBREEZ,VC,"Container Ship"
8520501,375804000,"BALTIC MEADOW",VC,Reefer
9684768,375798000,BRAKE,VC,Tug
9689299,375796000,"TTS POINT LISAS",VC,"Law Enforcement"
9189794,375794000,PARAKEET,VC,Towing
8224432,375789000,EUROPA,VC,Reefer
9362504,375787000,"SUPREME ENDEAVOUR",VC,"Other Type"
9048639,375784000,TROUBADOUR,VC,"General Cargo"
9613745,375774000,"GLOBAL KING",VC,Passenger
8637031,375771000,"MERMAID SIAM",VC,"Offshore Supply Ship"
9510670,375767000,"MTS STATUM",VC,Tug
9750115,375763000,HURACAN,VC,"Other Type"
9589865,375762000,"STANFORD CARACARA",VC,"Other Type"
9653941,375755000,"BOURBON EXPLORER 507",VC,"Other Type"
9675975,375753000,"KOC MUHAB C_DA 1253",VC,Tug
7514440,375752000,MALAGA,VC,"General Cargo"
8765426,375746077,HERKI,VC,"Wing in ground"
9115925,375746000,BRUFJELL,VC,"General Cargo"
8703270,375745000,"BSLE PRINCESS",VC,"General Cargo"
9684811,375741000,WEYLAND,VC,Tug
9195561,375736000,MINSTREL,VC,"General Cargo"
9161352,375731000,"VALENTINE 2",VC,
9698501,375729000,"QMS NEPTUNE",,"Pilot Vessel"
9122291,375726000,"RISING HARRIER",VC,"Bulk Carrier"
9761140,375722000,ALEKS.SOLZHENITSYN,VC,Tug
9669861,375716000,F.-A.-GAUTHIER,VC,Passenger
9354985,375715000,"SVITZER MUSCAT",VC,Tug
8721193,375714000,VENUS,VC,Fishing
9654309,375709000,"BOURBON EXPLORER 515",VC,"Other Type"
9415387,375708000,SAEB,VC,"Anchor Handling Vessel"
9653977,375707000,"BOURBON EXPLORER 510",VC,"Other Type"
8668248,375702000,"SVITZER WOMBI",VC,Tug
9654282,375701000,"BOURBON EXPLORER 513",VC,"Other Type"
8112835,375697000,"MISR GULF 13",VC,"Anchor Handling Vessel"
9765237,375695000,"SVITZER SORRAH",VC,Tug
9062295,375693000,"HACI ALI SARI",,"Bulk Carrier"
9734290,375686000,PO,VC,"Other Type"
9647411,375679000,MALTA,,Tug
9467835,375678000,"FIREBIRD I",VC,Passenger
9557575,375677000,GHAURI,VC,Tug
7406021,375666000,ST.BARBARA,VC,"Research/Survey Vessel"
7217901,375663000,"VB PIRIAC",VC,Tug
9544360,375662000,O'RAMA,VC,Yacht
9734305,375649000,VOLPE,VC,"Other Type"
9577989,375647000,"SVITZER BOXER",VC,Tug
9689108,375642000,ITALENI,,"Grab Hopper Dredger"
9533036,375636000,"SVITZER NJAL",VC,Tug
9033880,375634000,O.LEANNA,VC,"Pleasure Craft"
9352810,375632000,"CARIB VALLEY",VC,"Other Type A"
9511492,375622000,"MAMOLA CHAMPION",VC,Tug
9398852,375616000,"ZAKHER HOPE",VC,Tug
9711121,375615000,"VM LEADER",VC,"Wing in ground"
8744418,375608000,"OCEAN STAR",VC,Fishing
8504272,375607000,ARUNDO,VC,"General Cargo"
9681376,375606000,"STANFORD EAGLE",VC,"Other Type"
8857112,375594000,CATOCO,VC,"Deck Cargo Ship"
9705407,375593000,KACEY,VC,"High speed craft"
9277242,375589000,ALTRA,VC,Tug
9590151,375588000,"STANFORD KITE",VC,"Other Type"
9533634,375587000,"STANFORD BUZZARD",VC,"Offshore Supply Ship"
9698898,375586000,"RED EAGLE",VC,"High speed craft"
9237917,375585000,"SPLIT 4",VC,"Motor Hopper"
8024155,375581000,AUSTERA,VC,"General Cargo"
9594327,375574000,"PRINCESS CLAUDIA II",VC,"Pleasure Craft"
7015987,375572000,"VB IROISE",VC,Tug
8314756,375569000,"UNION EMMA",VC,"General Cargo"
8858673,375568000,"MRIYA S",VC,"General Cargo"
9685956,375563000,"STANFORD MUSTANG",VC,"Other Type"
8211942,375562000,"MV MANAMAN",VC,Tug
1010624,375551000,VALERIE,VC,Yacht
7700582,375548000,DARINA,VC,"Ro-Ro Cargo"
7826180,375541000,"ZHEN HUA 20",VC,"Heavy Load Carrier"
9684770,375539000,LEKONI,VC,Tug
9796341,375537000,"CARMEN S",VC,Tug
9117753,375532000,"LS AIZENSHTAT",VC,"Container Ship"
9639218,375531000,"BOURBON LIBERTY 163",VC,"Other Type"
9705196,375526000,"EL BREGA",VC,Tug
9464209,375524000,"SVITZER ZARA",VC,Tug
9530448,375521000,"JABAL GHAF",VC,Tug
8301084,375507000,"MISR GULF 8",VC,Towing
9549889,375506000,"ZAKHER FORCE",VC,"Other Type"
7632278,375497000,"BALTIC SKY",VC,Reefer
9011973,375494000,"FRIENDSHIP S",VC,"General Cargo"
9357286,375488000,"VB GOLDEN",VC,Tug
7390662,375484000,POYA,VC,Tug
8113944,375483000,NORMAN,VC,Tug
9742833,375469000,"JASCON 68",VC,"Other Type"
9734927,375466000,"BATOIL BEAGLE 1",VC,"Utility Vessel"
8769274,375464000,OLYMPIA,VC,"Reserved for future use"
8503034,375463000,"KING SUCCESS",VC,"General Cargo"
9371737,375459000,"SVITZER KIAMA",VC,"Other Type"
9414204,375455000,STARLING,VC,Tug
9517812,375451000,"MV P&O BALQIS",VC,Tug
8120478,375448000,COUGAR,VC,Tug
7729071,375445000,"SAKAWE EXPLORER",VC,"Mining Vessel"
9530450,375441000,"JABAL MDUK",VC,Tug
9034690,375439000,"MAPLE 3",VC,"Lpg Tanker"
9559121,375434000,"TCL 4401",VC,Tug
8912481,375431000,FRAKTO,VC,"General Cargo"
8026907,375429000,"ZHEN HUA 19",VC,"Heavy Load Carrier"
8026921,375428000,"ZHENHUA 18",VC,"Heavy Load Carrier"
7901590,375423000,"ZHEN HUA 14",VC,"Heavy Load Carrier"
9535890,375422000,"ZAKHER COMMANDER",VC,Cargo
9689275,375419000,NATIONALENERGYEXPLO,VC,"Other Type"
9562817,375418000,"REI HIANG",VC,Cargo
9039547,375415000,"HONG MASTER",VC,"General Cargo"
9169495,375413000,"INTER MUMBAI",VC,"Container Ship"
8668250,375408000,"SVITZER WARUNDA",VC,Tug
9695494,375405000,ADRIATIC,VC,Tug
9517800,375404000,"MV P&O STAR",VC,Tug
8121379,375401000,"SABINA A",VC,"General Cargo"
7633644,375398000,"TSC BASTOOR",VC,"Reserved for future use"
9361536,375397000,"DIAMOND CAY",VC,Tug
9695547,375395000,MARDEANGELES,VC,Tug
7625794,375392000,"NEW IMPERIAL STAR",VC,"Ro-Ro/Passenger Ship"
8319964,375388000,BELLA,VC,"General Cargo"
9526045,375382000,"NAUIMAR 3",VC,Tug
9688817,375379000,YN512341,VC,Tug
7500798,375378000,"BOA SUND",VC,Tug
9017616,375374000,LAMBERT,VC,Tug
9702314,375372000,"DEFENDER VI",VC,"High speed craft"
7394321,375369000,"NAFTOCEMENT II",VC,"Bulk Carrier"
9714446,375366000,AGUENE,VC,Passenger
9097238,375364000,"MICHKA V",VC,"Other Type"
9679464,375363000,PASAM,VC,Tug
9639220,375358000,"BOURBON LIBERTY 164",VC,"Other Type"
9787900,375357000,"AL MOUNKID",VC,Tug
9387475,375355000,"ZAKHER DOLPHIN",VC,"Not available"
8505915,375354000,SCANLARK,VC,"General Cargo"
9331103,375353000,MAJORQUE,VC,"Oil Products Tanker"
9704180,375352000,OLIVIA,VC,"Other Type"
9631008,375351000,AMMOCHOSTOS,,Tug
8980220,375345000,"ANDROKLIS III",VC,Tug
9137571,375341000,ROMINA,VC,"Container Ship"
9671008,375338000,"YN512330 NAIGUATA",VC,Tug
8115332,375336000,"M.V ALBARELLA",VC,"General Cargo"
9300738,375334000,"SVITZER DAMKA",VC,Tug
9761530,375328000,"QMS CARMEN",VC,"Other Type"
9639206,375325000,"BOURBON LIBERTY 162",VC,"Other Type"
9706671,375322000,"YN 512332",VC,Tug
9688805,375321000,YN512340,VC,Tug
9745421,375319000,QUEULAT,VC,Passenger
9239745,375316000,LUIANA,VC,Tug
9641479,375296000,OPUA,VC,"Utility Vessel"
9688790,375293000,YN512339,VC,Tug
9535436,375292000,SANGHRAJKA-4,VC,"Not available"
8324751,375286000,NIZAR,VC,"General Cargo"
9631010,375283000,KERYNEIA,,Tug
5353426,375282000,"APHRODITE I",VC,"Standby Safety Vessel"
8818879,375278000,"PROVINCIAS UNIDAS",VC,"General Cargo"
8926121,375276000,ANASTASIA,VC,"General Cargo"
1008786,375275000,ROLA,VC,"Pleasure Craft"
8306905,375274000,"DENNY Z",VC,"General Cargo"
9595759,375271000,THEOMETOR,VC,Cargo
9715359,375269000,"OLNG SUR",VC,Cargo
9529425,375261000,"GENERAL RAEVSKY",VC,Tug
9052666,375258000,SLETRINGEN,VC,"General Cargo"
8616312,375254000,"BALTIC MERCURY",VC,Reefer
7109879,375248000,"NAFTOCEMENT III",VC,"Cement Carrier"
9380855,375246000,SUWAKO,VC,Cargo
9217486,375242000,TECK,VC,"Other Type"
9103788,375241000,"SVS VEGA",VC,"General Cargo"
9619115,375239000,"BOURBON LIBERTY 311",VC,"Other Type"
6960652,375238000,"CHARLIE 1",VC,"Not available"
9368106,375237000,TOYAKO,VC,Cargo
8008761,375235000,"ZHEN HUA 13",VC,"Heavy Load Carrier"
9239941,375228000,PAFSANIAS,VC,"Not available"
7429267,375226000,SYMPHONY,VC,"General Cargo"
9730050,375221000,"GLOBAL SWAN",VC,"Not available"
6721151,375219000,"LOLA 1",VC,"Cement Carrier"
9582219,375217000,"ZAKHER AMAZON",VC,"Anchor Handling Vessel"
9327889,375206000,"GF HUMAITA",VC,Tug
8412417,375203000,SNOWLARK,VC,"General Cargo"
8608341,375198000,"ENIGMA XK",VC,"Fishery Patrol Vessel"
9291030,375196000,KALAFACE,VC,Tug
9698886,375187000,"SEA AXE 40",VC,"High speed craft"
9706085,375183000,BISON,,Tug
7208613,375177000,FELIS,VC,Tug
9331098,375172000,"M/T MINORQUE",VC,Tanker
9706669,375167000,"YN 512331",VC,Tug
8401559,375166000,STARLET,VC,"General Cargo"
9654359,375165000,BOBANG4020,VC,"Other Type"
8012231,375163000,"HAMOUDI B",VC,"Bulk Carrier"
9000300,375162000,"HALANI OFFSHORE 1",VC,"Not available"
9032458,375156000,NAUTICA,VC,"General Cargo"
7911260,375147000,GRANIT,VC,"Anchor Handling Vessel"
9670999,375143000,YN512329,VC,Tug
9214458,375142000,KIESSE,,"Anchor Handling Vessel"
7529897,375138000,"NORTH STAR",VC,"Standby Safety Vessel"
6500911,375133000,"INGA B",VC,"Not available"
9548902,375129000,KAIKOURA,VC,"Pusher Tug"
9674232,375128000,"ALLIANZ HERMES",VC,Passenger
9013036,375127000,"GENC 3",VC,"General Cargo"
7419690,375113000,HELLAS,VC,Tug
8410316,375103000,VESTBRIS,VC,"General Cargo"
8611958,375102000,"SULE VIKING",,"General Cargo"
9785201,375098000,"GREAT WALL 2",VC,Tug
9635937,375095000,WAMALHANHA,VC,Tug
8300262,375088000,OPTIMAR,VC,"General Cargo"
7604697,375083000,HECTOR,VC,Tug
1001506,375081000,ENIGMA,VC,Yacht
8314902,375078000,"M/V PEARL K",,"General Cargo"
9683958,375075000,"JASCON 65",VC,"High speed craft"
9571442,375074000,KOTOR,VC,Cargo
9688661,375068000,TAUPO,VC,Tug
8814201,375067000,CLARITY,VC,"General Cargo"
9690779,375064000,"JASCON 67",VC,Tug
9084267,375062000,"RISING HAWK",VC,"Bulk Carrier"
6907901,375059000,"STELLA FIERA",VC,"Pleasure Craft"
9087104,375057000,RAPIDA,VC,"General Cargo"
9173197,375056000,TRUFFALDINO,VC,"General Cargo"
7609752,375053000,"BELLA L",,"General Cargo"
8865614,375052000,HONTE,VC,Tender
9639191,375047000,"BOURBON LIBERTY 161",VC,"Offshore Supply Ship"
7636896,375046000,STANE,VC,Tug
7726718,375045000,"BALTIC STREAM",VC,Reefer
9535888,375044000,"ZAKHER EMPEROR",VC,"Other Type"
9215531,375042000,"SEA WAYS 9",VC,"Not available"
9684811,375041000,WEYLAND,VC,Tug
9514365,375037000,ELEFTHEROTRIA,VC,"Bulk Carrier"
9561823,375024576,"FLOWER OF SEA",VC,Cargo
9111216,375019000,"OCEAN VOYAGER",,"General Cargo"
7910864,375016000,LOVINDA,VC,"General Cargo"
9688673,375007000,"MTS VANGUARD",VC,Tug
7916430,375003000,"BIG EAGLE",VC,Yacht
9002166,374999000,"AFRICA PRIDE",,"General Cargo"
7928809,374997000,RAPSODI,,"General Cargo"
9766243,374995000,"OOC NERZ",,"High speed craft"
9738870,374994000,"AFRICAN AVOCET",,Cargo
9072185,374985000,YIHUI,,Cargo
9485019,374974000,"ABN RUBY",,Tanker
9738894,374968000,"BUNUN HERO",,Cargo
9508639,374960000,NEHIR,,"General Cargo"
7824572,374957000,"B\T.""SALANGO""",,Tanker
9115004,374929000,"SEA ROSA",,"Bulk Carrier"
9743760,374912000,"ORIENTAL JASMINE",,"Tanker A"
9738662,374909000,"GOLDEN CREATION",,"Tanker B"
9544097,374907000,"PRIMROSE ATLANTIC",,Cargo
9737814,374888000,"CHINA STEEL SUCCESS",,Cargo
9647461,374886000,"MSC HAMBURG",,Cargo
8215601,374882000,"BALTIC BETINA",,"General Cargo"
9151383,374881000,SEBAT,,"Bulk Carrier"
9560596,374876000,"DWT 9",,"Other Type"
9738820,374875000,"NORD BERING",,Cargo
8917699,374868000,SHIPOOLSEA,,"General Cargo"
9340427,374866000,"CT CONFIDENCE",,"Oil/Chemical Tanker"
9737917,374863000,"XIA CHUAN 90",,"Other Type"
9106986,374861000,"LADY LEYLA",,"General Cargo"
9708679,374859000,"MSC MAYA",,"Not available"
9225067,374850000,"SM DONGHAE",,"Bulk Carrier"
9659737,374846000,"BUNUN BRAVE",,Cargo
9787417,374844000,DAYANG052,,"Other Type"
9125176,374840000,"RUI FENG 1",,Cargo
9715452,374839000,PRESINGE,,Cargo
9039602,374824000,"MARIA INDIA",,Cargo
9754680,374822000,"STANFORD VOLGA",,"Other Type"
9702091,374810000,"MSC SOFIA CELESTE",,Cargo
9755701,374803000,"BOSTON HARMONY",,Cargo
9498949,374801000,SPARTICUS,,"Not available"
9555216,374798000,"GP B2",,"Oil Products Tanker"
9737357,374794000,"KMARIN SINGAPORE",,Cargo
9755804,374792000,"MEDI MATSUURA",,Cargo
8680569,374791000,"V GALAXY",,Cargo
9600619,374785000,"DONA BIBI",,Cargo
9318606,374780000,"THE WISE",,"Bulk Carrier"
9728849,374779000,"SIDER TAYRONA",,Cargo
8409977,374777000,"MTIDE SALVAGE 1",,Tug
9725457,374767000,"NORD MISSISSIPPI",,Cargo
9708693,374766000,"MSC CLARA",,Cargo
9453418,374762000,"LADY TUNA",,Reefer
9046083,374754000,COPERNICO,,"General Cargo"
8516744,374749000,LIRA,,"General Cargo"
9755816,374748000,"MEDI SYDNEY",,Cargo
8877423,374733576,AL-SAADA,,"Oil/Chemical Tanker"
9111931,374731000,"BEST FUTURE",,"Bulk Carrier"
8206533,374729000,BAHAA,,"Vehicles Carrier"
9736353,374727000,"ELSA S",,Cargo
9748253,374721000,"DREAM ISLAND",,Cargo
9065962,374709000,MARGARET,,"General Cargo"
9758870,374706000,"STAR CRIMSON",,Cargo
8766246,374704000,"OFFSHORE OLYMPIA",,"Other Type"
9776509,374686000,HIBARINO,,Cargo
9160932,374685000,MOSUNMOLA,,"Oil/Chemical Tanker"
9088639,374682000,"SHUN WANG",,"Bulk Carrier"
9123702,374681000,BEREKET,,"Bulk Carrier"
7396642,374676000,"CHALLENGER 1",,"General Cargo"
9549669,374666000,BENEDITO,,"General Cargo"
9387152,374660000,"ZENITH FAITH",,Tanker
9738868,374658000,"BERGE MAWSON",,Cargo
9330501,374652000,"UNI FULGENT",,"Container Ship"
9708681,374645000,"MSC SVEVA",,"Cargo A"
8302284,374642000,TYCHY,,"Ro-Ro Cargo"
9734070,374641000,GHAZI,,Towing
8919996,374639000,"SANSHU MARU",,Cargo
9116644,374634000,"BEST TRAVELLER",,"Bulk Carrier"
9145530,374633000,"SUN WINNER II",,"Bulk Carrier"
9769635,374632000,"PRECIOUS CORAL",,Cargo
9105009,374629000,RUNNER,,"Container Ship"
8748232,374627000,"SHUN HONG",,
9710426,374617000,"MSC ANZU",,Cargo
9744221,374615000,DICHATO,,"Not available"
9016961,374610000,"HAI FENG 678",,"Fish Carrier"
9114622,374609000,EXPLORER,,"Bulk Carrier"
9313149,374607000,TAMAGAWA,,"Crude Oil Tanker"
9702077,374602000,"MSC MELINE",,Cargo
9683142,374598000,DLV2000-AFT,,Cargo
7927960,374593000,"FORT ABEL",,"Oil Products Tanker"
9760641,374590000,"BORACAY ISLAND",,Cargo
8121381,374589000,"SEA NAVIGATOR",,"General Cargo"
9720201,374586000,"MSC DOMITILLE",,Cargo
8416164,374585000,"GLORY MORNING",,Cargo
9755696,374581000,"CHICAGO HARMONY",,Cargo
8688286,374579000,"TIAN SHENG YOU 7",,"Tanker B"
9379662,374574000,"ESRA C",,"Bulk Carrier"
9699050,374573000,"CAPE CORAL",,Fishing
9739032,374566000,PLAINPALAIS,,Cargo
9746061,374562000,PATAMINAYI,,Tanker
8917871,374561000,"TRINIDAD 1",,"Ro-Ro Cargo"
7711866,374559000,"PHEONIX III",,"Livestock Carrier"
9746073,374558000,SERUI,,Tanker
9709881,374557000,"POSH RADIANT",,"Other Type"
9175767,374554000,"SAEHAN HARMONIA",,"Oil/Chemical Tanker"
9738741,374552000,"AFRICAN QUAIL",,Cargo
9750828,374540000,"OLYMPIC HOPE",,Cargo
9201736,374539000,"MONA LINDEN",,"Bulk Carrier"
9116723,374536000,"INDIAN OCEAN I",,"Bulk Carrier"
9598907,374534000,"DE PU",,"General Cargo"
9128075,374533000,"LUCKY TRADER",,"Bulk Carrier"
9549267,374531000,"SAADET C",,"Bulk Carrier"
9756511,374529000,"JI BAO 46",,"Not available"
9719355,374519000,"TS DELTA",,Cargo
9685085,374518000,SILKEBORG,,Cargo
9718973,374517000,"XINYANGZI 216",,Cargo
9114153,374509000,KONSTANTINOS,,"Bulk Carrier"
9128879,374507000,WINDSOR,,"Lpg Tanker"
9236731,374500000,ELIDA,,"Oil/Chemical Tanker"
9738856,374498000,"NSU RESPONSIBILITY",,Cargo
9493511,374496000,SUDESTADA,,"Bulk Carrier"
9747467,374495000,"OCEAN HARVEST",,Cargo
9718961,374493000,"K.WESTERN DREAM",,Cargo
9727728,374490000,"ANATOLYA 2",,Tug
8959178,374488000,"VOLGO-DON 207",,"General Cargo"
9727716,374485000,"ANATOLYA 1",,Cargo
9739929,374484000,"XIA CHUAN 91",,"Other Type"
9145059,374476000,OKYALOS,,"Bulk Carrier"
8412390,374475000,ALTONA,,Cargo
9372640,374473000,"GRACE PEONY",,"Cement Carrier"
9161170,374469000,"YACU KALLPA",,"General Cargo"
9596545,374465000,JABALI,,"Oil Products Tanker"
9702089,374464000,"MSC VITA",,Cargo
9258557,374460000,ADASTRA,,"Bulk Carrier"
9738844,374459000,"NEW ADMIRE",,Cargo
9756509,374457000,"JI BAO 45",,"Not available"
9381421,374456000,Y.DADAYLI,,"General Cargo"
8740072,374454000,"HUA YUN 12",,"General Cargo"
9713818,374450000,"SAKIZAYA FUTURE",,Cargo
9198666,374449000,"SRI VISHNU",,"Crude Oil Tanker"
7929619,374448000,"AGIA PARASKEVI I",,"General Cargo"
9241932,374446000,HARU,,Reefer
8609292,374445000,QIHANG,,Reefer
8806046,374444000,"GUARDAFUI I",,"Chemical Tanker"
9129940,374440000,UNIMARINE,,"Oil/Chemical Tanker"
9268356,374439000,"PUNTA GORDA",,Tug
9728069,374438000,"DRIVE GREEN HIGHWAY",,Cargo
9083275,374437000,"RONG HAI          #,",,"Bulk Carrier"
9209087,374435000,"SIDER DISCOVERY",,"Bulk Carrier"
9693575,374432000,"HL PIONEER",,Cargo
9748394,374431000,"SUNNY CLOVER",,Cargo
9563641,374430000,"RW HERCULES",,"Other Type"
9123611,374429000,"KHAN S",,"Bulk Carrier"
9774408,374426000,"CRANE VESTA",,Tanker
9331323,374425000,"BOURBON HELENE",,"Dredging or underwater ops"
8812942,374424000,SWALLOW,,"General Cargo"
9728136,374423000,"LOWLANDS COMFORT",,Cargo
9141625,374421000,"PRINCE BASEL",,"General Cargo"
9231614,374419000,"SW CAP FERRAT I",,"Chemical Tanker"
9167083,374411000,"MED PRODIGY",,"Container Ship"
8609280,374410000,"YONG XIANG 8",,Reefer
9774111,374408000,"SI HANG YUN SHA 1",,Cargo
8408870,374407000,"YONG HANG 9",,Reefer
8409654,374406000,"ELA S",,"General Cargo"
9004140,374405000,"R ROSE",,"Oil Products Tanker"
9741372,374404000,"NYK BLUE JAY",,Cargo
9735127,374403000,"PORT BELAVISTA",,Cargo
9757797,374400000,"ULTRA FITZ ROY",,Cargo
9164653,374399000,"MV BONAVENTO",,"Bulk Carrier"
9782479,374397000,"EXPRESS 92",,"Other Type"
8766935,374396000,"ADMARINE VIII",,"Wing in ground"
9702766,374393000,"SAPURA RUBI",,"Other Type"
9113848,374390000,"BEST ADVENTURE",,"Bulk Carrier"
9773480,374384000,ALASKA,,Cargo
9758818,374380000,"WINNING ROAD",,Tanker
9132662,374378000,EMANET,,"Bulk Carrier"
9085895,374377000,MILOU,,"Bulk Carrier"
8610423,374376000,"BAY PEARL",,"Oil/Chemical Tanker"
9660334,374375000,"HONG DA HAI 26",,Tanker
8618334,374372576,EGIL,,"Anchor Handling Vessel"
9683427,374369000,"SILVER DUBAI",,Tanker
9506552,374367000,BLUEFISH,,"General Cargo"
6927092,374365000,"LSS SUCCESS",,"Livestock Carrier"
9197222,374364000,"SEAWING I",,"Bulk Carrier"
9207429,374363000,"SEAWING II",,"Bulk Carrier"
9702106,374361000,"MSC BRUNELLA",,Cargo
9619335,374358000,"ASTRO POLARIS",,"Other Type"
9173446,374357000,"FG LEVENT",,"General Cargo"
9207431,374356000,"SEAWING III",,"Bulk Carrier"
9779927,374353000,"COSMIC ACE",,Cargo
8610423,374352000,GREASY,,"Oil/Chemical Tanker"
9503043,374351000,"LEWEK HYDRA",,"Anchor Handling Vessel"
9683697,374349000,"VL PROSPERITY",,Tanker
9139270,374348000,EVERLUCKY,,"Bulk Carrier"
8682361,374344000,"MING SHENG YOU 1",,Fishing
8827430,374343000,"KAZIM DADAYLI",,"General Cargo"
9127681,374342000,FESTIVAL,,"Bulk Carrier"
9565120,374341000,"CHUN WEI",,Cargo
9390525,374339000,"MT SANDRO",,"Oil/Chemical Tanker"
9704996,374335000,"MSC JULIE",,Cargo
8212324,374334000,"NINA 1",,"General Cargo"
9073751,374332000,"NOURA M",,"Oil Products Tanker"
9217577,374331000,"NACIYE K",,"General Cargo"
9876006,374330000,"KAZIM DADAYLI",,Cargo
8514291,374329000,INNOVA1,,Tanker
9737931,374328000,"XIA CHUAN 92",,"Other Type"
9123518,374324000,"MEDAZOV JULIA",,"General Cargo"
9727120,374322000,"NORDIC OASIS",,Cargo
9526708,374320000,HANNAH,,"Oil/Chemical Tanker"
9748071,374319000,"AFRICAN LOON",,Cargo
9760108,374318000,"HAKATA QUEEN",,Cargo
7908976,374317000,"TAI FU NO.1",,Reefer
9110327,374315000,"RUN FU 2",,"Bulk Carrier"
8103298,374313000,"NEMO 1",,Cargo
9137753,374312000,"TEAM SPIRIT",,"General Cargo"
9687148,374311000,"PORT PHILLIP BAY",,Cargo
9665724,374310000,"CY ARABIAN",,Cargo
9230191,374309000,"YASAR KEMAL",,"Bulk Carrier"
9065194,374308000,"ARIKAN DADAYLI",,"General Cargo"
9747950,374305000,"NAVIOS MARS",,Cargo
8512126,374304000,OYA1,,"General Cargo"
9738765,374302000,"SUNNY ROSE",,Cargo
8986987,374300000,SOLIKAMSK,,"General Cargo"
9748435,374299000,"IRIS K",,Cargo
9708966,374298000,"MEDI AERO",,Cargo
9116682,374296000,"PACIFIC PAMELA",,"Bulk Carrier"
9056296,374295000,"GEMINI LEADER",,"Vehicles Carrier"
9116694,374294000,"PACIFIC SELINA",,"Bulk Carrier"
9702261,374289000,"MSC SARA ELENA",,Cargo
9539327,374288000,C.S.BRIGHT,,Cargo
8126070,374287000,"SHANG YUAN BAO",,"Oil Products Tanker"
8017970,374286000,"MED SEA",,"Vehicles Carrier"
7735109,374284000,"COM R",,"Pollution Control Vessel"
9250452,374283000,HAIYANGSHIYOU718,,Towing
9520388,374281000,"GUNDEM MAKBULE",,"General Cargo"
9746059,374280000,SANGGAU,,Tanker
9728174,374279000,"NORD POLLUX",,Cargo
9787405,374278000,PARDELA,,"Other Type"
9708930,374277000,SWIFTNES,,Cargo
9722455,374275000,"IYO SEA",,"Other Type"
8902333,374274000,"AEGEAN PARADISE",,"Passengers Ship"
9769647,374273000,"GLOBAL APOLLON",,"Tanker B"
9787821,374272000,"LSL 5",,Passenger
9787704,374271000,"LSL 4",,Passenger
9701700,374270000,"AFRICAN TURACO",,Cargo
9062300,374269000,SUNNINE,,"Bulk Carrier"
9288459,374268000,PROTEAS,,"Bulk Carrier"
9609615,374267000,"SCARLET ROBIN",,Cargo
9749726,374265000,"BULK DRACO",,Cargo
9693551,374263000,"HL HARMONY",,Cargo
9132868,374262000,"JIAN FA",,"Bulk Carrier"
9111589,374261000,"TOFTE 1",,"Wood Chips Carrier"
9104419,374260000,"AL KHAIR",,"Bulk Carrier"
7810208,374255000,"LUCY J",,"General Cargo"
9748045,374254000,"MG HAMMOND",,Cargo
9758179,374251000,"BUMI NARYAN MAR",,"Not available"
9757890,374249000,"RED ORCHID",,Cargo
9749738,374248000,"BULK ELECTRA",,Cargo
9221683,374245000,"OCEAN EMERALD",,"Oil Products Tanker"
9701023,374243000,"EMERALD ENTERPRISE",,Cargo
9736418,374242000,"AFRICAN BULKER",,Cargo
9736406,374241000,"SEAL ISLAND",,Cargo
9693577,374239123,"HL PIONEER",,Cargo
9693563,374238000,"HL PASSION",,Cargo
