imo,mmsi,name,flag,type
9083940,636016115,"ST DRAGON",LR,"Chemical Tanker"
9678812,636016114,"MARTHA OLDENDORFF",LR,Cargo
9638056,636016113,"MAY OLDENDORFF",LR,"Bulk Carrier"
9374882,636016112,"GASCHEM LEDA",LR,Tanker
9594872,636016110,"KINGS ROAD",LR,"Oil Products Tanker"
9402770,636016109,"IPANEMA STREET",LR,"Oil Products Tanker"
9247546,636016106,ENSENADA,LR,"Container Ship"
9152583,636016105,"X-PRESS PADMA",LR,"Container Ship"
9106493,636016103,"MSC CLEMENTINA",LR,"Container Ship"
9070905,636016102,"ADEBOMI 1",LR,"Oil/Chemical Tanker"
9595266,636016101,ODYSSEAS,LR,Cargo
9595278,636016100,"KONSTANTINOS II",LR,"Bulk Carrier"
9077379,636016099,"CAPE HAWK",LR,"Bulk Carrier"
9493145,636016098,"GOLDENGATE PARK",LR,"Oil/Chemical Tanker"
9384904,636016097,LARK,LR,"Bulk Carrier"
9539212,636016096,"ONYX ACE",LR,"Vehicles Carrier"
9402316,636016093,"LIBRA SUN",LR,"Crude Oil Tanker"
9596313,636016087,"VIKING MERLIN",LR,"Container Ship"
9144067,636016083,EUROSTRENGTH,LR,"Crude Oil Tanker"
9071272,636016082,PETALIDI,LR,"Container Ship"
9594901,636016081,"FULHAM ROAD",LR,"Oil Products Tanker"
9253325,636016080,"GOLD SUN",LR,"Crude Oil Tanker"
9267429,636016079,INDIGO,LR,"Bulk Carrier"
9659854,636016078,"GALAXY DREAM",LR,Cargo
9367815,636016077,"JAKARTA TOWER",LR,"Container Ship"
9588976,636016075,"SIDRA AL WAKRA",LR,Tanker
9629380,636016074,"CAP ARNAUTI",LR,"Container Ship"
9238765,636016073,THURINGIA,LR,"Container Ship"
9238753,636016072,BAVARIA,LR,"Container Ship"
9631113,636016071,"HANJIN NEW JERSEY",LR,"Container Ship"
9626663,636016070,"INDIAN SOLIDARITY",LR,"Bulk Carrier"
9626651,636016069,"INDIAN HARMONY",LR,"Bulk Carrier"
9521394,636016068,"INDIAN FRIENDSHIP",LR,"Bulk Carrier"
9070462,636016067,"ASIAN BEAUTY",LR,"Vehicles Carrier"
9074042,636016066,"MSC MESSINA",LR,"Container Ship"
9105633,636016065,FERNIE,LR,"Bulk Carrier"
9036014,636016061,KESTREL1,LR,"Bulk Carrier"
9035589,636016060,"CAPE EAGLE",LR,"Bulk Carrier"
9113305,636016059,HEYTHROP,LR,"Bulk Carrier"
9136577,636016056,"SING FU STAR",LR,"Bulk Carrier"
9625877,636016053,W-SMASH,LR,"Bulk Carrier"
9263760,636016046,DAUNTLESS,LR,"Bulk Carrier"
9667423,636016044,LOCOMOTION,LR,"Bulk Carrier"
9333711,636016043,"AFRICAN JOSEPH R",LR,"Bulk Carrier"
9186481,636016041,"ATLANTIC ACE",LR,"Bulk Carrier"
9637155,636016038,"HYUNDAI PLATINUM",LR,"Container Ship"
9460502,636016036,"LEON HERC",LR,"Oil/Chemical Tanker"
9534925,636016035,CATARINA,LR,"Trailing Suction Hopper Dredger"
9678795,636016034,"MINA OLDENDORFF",LR,"Bulk Carrier"
9228265,636016033,FEARLESS,LR,"Bulk Carrier"
8771887,636016032,NEPTUNE,LR,"Not available"
9568005,636016024,"CORAL DREAM",LR,Cargo
8703139,636016022,DOUWENT,LR,"General Cargo"
9679402,636016021,"GULF DRILLER I",LR,"Pilot Vessel"
9660657,636016018,"STENAWECO VENTURE",LR,"Oil/Chemical Tanker"
9607631,636016017,"HISTRIA AMBRA",LR,"Oil/Chemical Tanker"
9166651,636016014,THASOS,LR,"Container Ship"
9179854,636016012,"OCEAN POWER",LR,"Ro-Ro Cargo"
9179842,636016011,"OCEAN ENERGY",LR,"Ro-Ro Cargo"
9355290,636016008,"GAS ALICE",LR,Tanker
9116254,636016006,MELOR,LR,"Crude Oil Tanker"
9637129,636016005,"DORIC BREEZE",LR,"Oil/Chemical Tanker"
9625554,636016003,"HYUNDAI PRIVILEGE",LR,"Container Ship"
9623336,636016002,"PACIFIC SHARAV",LR,"Drill Ship"
9173109,636016001,ADELINE,LR,"Oil/Chemical Tanker"
9005780,636016000,EMMANUEL,LR,"Oil Products Tanker"
9579585,636015999,"ALMI VOYAGER",LR,"Crude Oil Tanker"
9579561,636015997,"ALMI NAVIGATOR",LR,Tanker
9123075,636015996,KAMARI,LR,"Crude Oil Tanker"
9325180,636015994,"CSAV RIO NEVADO",LR,"Vehicles Carrier"
9308792,636015993,"LAKE KIVU",LR,"Vehicles Carrier"
9308807,636015992,"CSAV RIO GRANDE",LR,"Vehicles Carrier"
9325178,636015991,"CSAV RIO AYSEN",LR,"Vehicles Carrier"
9650999,636015990,NIMERTIS,LR,"Bulk Carrier"
9496642,636015989,"FLAG HOPE",LR,"Bulk Carrier"
9496630,636015988,"FLAG TOM",LR,"Bulk Carrier"
9642382,636015986,HERCULES,LR,"Bulk Carrier"
9408360,636015985,"GOLDEN AVENUE",LR,"Oil/Chemical Tanker"
9221798,636015984,EVANGELIA,LR,"Bulk Carrier"
9588586,636015983,CALIMERO,LR,"Bulk Carrier"
9588598,636015982,MV.DAXIA,LR,"Bulk Carrier"
9627899,636015980,"CSAV TOCONAO",LR,"Container Ship"
9144146,636015979,LEOPARD,LR,"Container Ship"
9251822,636015977,"AFRA WILLOW",LR,"Crude Oil Tanker"
9247792,636015976,"AFRA OAK",LR,"Crude Oil Tanker"
9349605,636015975,"AGIOS DIMITRIOS",LR,"Container Ship"
9594884,636015973,"ABBEY ROAD",LR,"Crude Oil Tanker"
9351531,636015971,"STOLT ZULU",LR,"Oil/Chemical Tanker"
9132674,636015970,DILIGENCE,LR,"Bulk Carrier"
9546203,636015961,EUROSTAR,LR,"Bulk Carrier"
9633068,636015960,"WAKAYAMA MARU",LR,"Bulk Carrier"
9650793,636015959,"AZALEA WAVE",LR,Cargo
9369992,636015958,SEPHORA,LR,"Bulk Carrier"
9675406,636015957,"ORANGE BLOSSOM 2",LR,"Fruit Juice Tanker"
9675391,636015956,"ORANGE OCEAN",LR,"Fruit Juice Tanker"
9221360,636015955,"LORD BYRON",LR,"General Cargo"
9223485,636015954,"ASPASIA LUCK",LR,"Bulk Carrier"
9493133,636015953,"SILVER RAY",LR,"Oil/Chemical Tanker"
9260914,636015952,VENETIKO,LR,"Container Ship"
9071571,636015951,"STEEL WISDOM",LR,"General Cargo"
9625542,636015950,"HYUNDAI PARAMOUNT",LR,Cargo
9355185,636015949,"PRIMROSE ACE",LR,"Vehicles Carrier"
8906925,636015948,"STOLT HELLULAND",LR,"Oil/Chemical Tanker"
9536363,636015946,"NAVIGATOR GALAXY",LR,"Lpg Tanker"
9531519,636015945,"NAVIGATOR GENESIS",LR,"Lpg Tanker"
9531507,636015944,"NAVIGATOR GUSTO",LR,"Lpg Tanker"
9531478,636015943,"NAVIGATOR GRACE",LR,"Lpg Tanker"
9531466,636015942,"NAVIGATOR GLORY",LR,"Lpg Tanker"
9404819,636015941,"NAVIGATOR VIRGO",LR,"Lpg Tanker"
9404792,636015940,"NAVIGATOR SCORPIO",LR,"Lpg Tanker"
9403774,636015939,"NAVIGATOR CAPRICORN",LR,"Lpg Tanker"
9178678,636015938,"NAVIGATOR MARINER",LR,"Lpg Tanker"
9157478,636015937,"NAVIGATOR MAGELLAN",LR,"Lpg Tanker"
9231327,636015936,"LUCKY STAR",LR,"Bulk Carrier"
9607045,636015935,"ORE SALVADOR",LR,Cargo
9247780,636015934,"AFRA HAWTHORN",LR,"Crude Oil Tanker"
9251810,636015933,"AFRA LAUREL",LR,"Crude Oil Tanker"
9181534,636015932,"NASSAU ENERGY",LR,"Crude Oil Tanker"
9071818,636015931,"ATHINA 1",LR,"Crude Oil Tanker"
9233832,636015930,"QINGDAO TOWER",LR,"Container Ship"
9174658,636015929,"JENS WARRIOR",LR,"Bulk Carrier"
9416408,636015928,TENACITY,LR,Tanker
9678989,636015927,YAS,LR,"Lpg Tanker"
8906937,636015924,"STOLT MARKLAND",LR,"Oil/Chemical Tanker"
9344954,636015923,"VIKING EAGLE",LR,"Container Ship"
9621338,636015921,"BSTEEL HARMONY",LR,Cargo
8911657,636015920,"STOLT VINLAND",LR,"Oil/Chemical Tanker"
9621314,636015917,"CAPE ADVANCE",LR,Cargo
9638044,636015916,"MAGDALENA OLDENDORFF",LR,"Bulk Carrier"
9681974,636015915,PONTICA,LR,Cargo
9439307,636015914,WESER,LR,"Oil/Chemical Tanker"
9435557,636015913,OSTE,LR,"Oil/Chemical Tanker"
9532800,636015912,"APL LATVIA",LR,"Container Ship"
9109043,636015911,RAINDROP,LR,"General Cargo"
9632959,636015908,DANHIL,LR,"Bulk Carrier"
9632947,636015907,GENESIS,LR,"Bulk Carrier"
7946746,636015905,AKEL,LR,Cargo
9181144,636015904,"BALTIC HEATHER",LR,Reefer
9087269,636015903,ADAMASTOS,LR,"Bulk Carrier"
9460318,636015902,CASTLEGATE,LR,"Bulk Carrier"
9405772,636015901,SAMPATIKI,LR,"Oil/Chemical Tanker"
9137698,636015900,WESTERHAMM,LR,"Container Ship"
9127540,636015899,"MSC HIMANSHI",LR,"Container Ship"
9238777,636015897,"OSAKA TOWER",LR,"Container Ship"
9653836,636015896,"OFFICIUM AUSTRALIS",LR,"Bulk Carrier"
9137674,636015895,WESTERBURG,LR,"Container Ship"
9666455,636015894,"AFRICAN MAGNOLIA",LR,Cargo
9666443,636015893,"AFRICAN LILY",LR,Cargo
9666431,636015892,"AFRICAN KALMIA",LR,Cargo
9666429,636015891,"AFRICAN HHB",LR,Cargo
9183324,636015889,"NEW ANDROS",LR,"Crude Oil Tanker"
8309141,636015888,PRELUDE,LR,"Bulk Carrier"
9147423,636015886,"MINOAN FLAME",LR,"Bulk Carrier"
9118458,636015885,SHANGHAI,LR,"Crude Oil Tanker"
9530979,636015884,"GRACE C",LR,"Bulk Carrier"
9579559,636015880,"ALMI ODYSSEY",LR,"Crude Oil Tanker"
9579547,636015879,"ALMI EXPLORER",LR,"Crude Oil Tanker"
9220433,636015878,KARIN,LR,"Container Ship"
9203461,636015877,OTTO,LR,"Container Ship"
9625530,636015876,"HYUNDAI PREMIUM",LR,"Container Ship"
9637117,636015875,"DORIC PIONEER",LR,"Oil/Chemical Tanker"
9520625,636015874,"NEW CALEDONIA MARU",LR,"Bulk Carrier"
9233844,636015873,"NAGOYA TOWER",LR,"Container Ship"
9677026,636015872,KEA,LR,"Container Ship"
9641857,636015871,"SUNNY SMILE",LR,"Bulk Carrier"
8704171,636015870,"C S L ATLAS",LR,"Self Discharging Bulk Carrier"
9510577,636015868,"GSW ADVENTURE",LR,"Oil/Chemical Tanker"
9510319,636015867,CHRISTIANNA,LR,"Bulk Carrier"
9162021,636015865,"BRAVO JOHN",LR,"Bulk Carrier"
9121247,636015863,"DIMITRIS Y",LR,"Container Ship"
9121259,636015862,MAMITSA,LR,"Container Ship"
9635688,636015861,"DAL KAROO",LR,"Container Ship"
9635652,636015860,"MAERSK LANGKLOOF",LR,"Container Ship"
9635640,636015859,"MAERSK ELGIN",LR,"Container Ship"
9563689,636015857,"CAPE IRIS",LR,Cargo
9623324,636015856,"PACIFIC KHAMSIN",LR,"Drill Ship"
9160217,636015854,BEIJING,LR,"Crude Oil Tanker"
9114608,636015853,APOLLO,LR,"Crude Oil Tanker"
8753483,636015852,"DEEPSEA TREASURE",LR,"Other Type"
9221633,636015851,"VOULA SEAS",LR,"Bulk Carrier"
9491252,636015850,"KAVALA SEAS",LR,"Bulk Carrier"
9491240,636015849,"MYKONOS SEAS",LR,"Bulk Carrier"
9491238,636015848,"PAROS SEAS",LR,"Bulk Carrier"
8324634,636015845,GAS_CORAL,LR,"Lpg Tanker"
8501543,636015844,"GAS JADE",LR,"Lpg/Chemical Tanker"
9107710,636015842,"NEW VISIO N",LR,"Crude Oil Tanker"
9395563,636015840,"SEABOARD ATLANTIC",LR,"Container Ship"
9588249,636015837,"ETERNITY C",LR,"Bulk Carrier"
9589944,636015834,"NAVE CETUS",LR,"Oil Products Tanker"
9107655,636015832,SEAGULL,LR,"Crude Oil Tanker"
9085388,636015831,"OCEAN PRINCESS",LR,"Oil/Chemical Tanker"
9156591,636015830,SUN,LR,"Crude Oil Tanker"
8911669,636015829,"STOLT VESTLAND",LR,"Oil/Chemical Tanker"
9644263,636015828,"HUANGYAN SPIRIT",LR,"Bulk Carrier"
9281891,636015827,"AMBER SUN",LR,"Crude Oil Tanker"
9661223,636015826,"GRAIN MAY",LR,Cargo
9661211,636015825,"SOYA MAY",LR,"Bulk Carrier"
9624237,636015819,"GALAXY ACE",LR,"Vehicles Carrier"
9582960,636015818,TATRY,LR,"Bulk Carrier"
9582958,636015817,BESKIDY,LR,"Bulk Carrier"
9582518,636015816,SUDETY,LR,"Bulk Carrier"
9582506,636015815,KARPATY,LR,Cargo
9181156,636015811,"BALTIC JASMINE",LR,Reefer
9625528,636015806,"HYUNDAI PRESTIGE",LR,"Container Ship"
9670834,636015797,"CAP CORTES",LR,"Cargo D"
9163477,636015795,DOKOS,LR,"Bulk Carrier"
9197117,636015794,ALTHEA,LR,"Bulk Carrier"
9626376,636015792,"OCEAN PLATINUM",LR,"Bulk Carrier"
9642368,636015791,ATLAS,LR,"Bulk Carrier"
9642356,636015790,TRITON,LR,"Bulk Carrier"
9621285,636015788,KIYO,LR,Cargo
9475399,636015787,BONITO,LR,"Oil/Chemical Tanker"
9339351,636015786,"AMBER RAY",LR,"Oil/Chemical Tanker"
8905828,636015785,"STEEL TITAN",LR,"Bulk Carrier"
9616096,636015783,"CENGIZ AMCA",LR,Cargo
9614282,636015782,"KING COFFEE",LR,"General Cargo"
9619593,636015780,"KEN STAR",LR,Cargo
9142942,636015779,MESSINI,LR,"Container Ship"
9483279,636015777,"VENTURE PEARL",LR,"Bulk Carrier"
9589932,636015776,"NAVE CASSIOPEIA",LR,"Crude Oil Tanker"
9216092,636015775,"STADT LUEBECK",LR,"Container Ship"
9110523,636015774,ANGARA,LR,"Bulk Carrier"
9479333,636015773,"KM SHANGHAI",LR,"Bulk Carrier"
9479321,636015772,"KM SINGAPORE",LR,"Bulk Carrier"
9544920,636015771,"CARNATION ACE",LR,"Vehicles Carrier"
9222699,636015768,"OCEAN CORAL",LR,"Oil Products Tanker"
9337406,636015767,"BANDA SEA",LR,"Crude Oil Tanker"
9579535,636015762,"ALMI SUN",LR,Tanker
9579523,636015761,"ALMI SKY",LR,"Crude Oil Tanker"
9641364,636015760,OCEANLADY,LR,"Bulk Carrier"
9641352,636015759,OCEANLOVE,LR,Cargo
9641340,636015758,OCEANMASTER,LR,"Bulk Carrier"
9641338,636015757,OCEANBEAUTY,LR,"Bulk Carrier"
9624378,636015755,AQUAPRIDE,LR,"Bulk Carrier"
9385611,636015754,"CMA CGM QUARTZ",LR,"Container Ship"
9300831,636015751,"MILTIADES II",LR,"Bulk Carrier"
9300855,636015750,"ASSIMINA II",LR,"Bulk Carrier"
9316232,636015749,"SHARON SEA",LR,"Crude Oil Tanker"
9315381,636015744,AGAMEMNON,LR,"Container Ship"
9315379,636015743,ARCHIMIDIS,LR,"Container Ship"
9136773,636015742,APOLLONAS,LR,"Bulk Carrier"
9493224,636015739,WESTGATE,LR,"Bulk Carrier"
9274329,636015738,"MV STOLT VISION",LR,"Oil/Chemical Tanker"
9655511,636015737,"SIBUR TOBOL",LR,"Lpg Tanker"
9655509,636015736,"SIBUR VORONEZH",LR,"Lpg Tanker"
9624445,636015725,"ORANGE TIARA",LR,"Bulk Carrier"
9079183,636015720,ALIZEA,LR,"Oil/Chemical Tanker"
9471678,636015717,"LONG CHEER",LR,"Bulk Carrier"
9471654,636015716,"LONG LUCKY",LR,"Bulk Carrier"
9489508,636015714,"GLOBAL PROSPERITY",LR,Cargo
9493212,636015713,STARGATE,LR,"Bulk Carrier"
9647277,636015710,"KYRA PANAGHIA",LR,"Bulk Carrier"
9103180,636015709,"CAMELLIA  ACE",LR,"Vehicles Carrier"
9615042,636015708,"FRIENDLY ISLANDS",LR,"Bulk Carrier"
9539597,636015706,"PACIFIC ONYX",LR,Tanker
9539585,636015705,"MERCER STREET",LR,"Oil Products Tanker"
9539573,636015704,"PACIFIC ZIRCON",LR,Tanker
9539561,636015703,"CANAL STREET",LR,"Oil Products Tanker"
9527441,636015701,"CHRYSANTHI S",LR,"Bulk Carrier"
9658068,636015699,EVA,LR,"Bulk Carrier"
9658056,636015698,SEMIRAMIS,LR,"Bulk Carrier"
9510357,636015696,"CAPTAIN GEORGE",LR,Cargo
9309631,636015692,RACHEL,LR,"Bulk Carrier"
9626364,636015690,"OCEAN OPAL",LR,"Bulk Carrier"
9143489,636015688,"BROTHER GLORY",LR,"Bulk Carrier"
9086356,636015687,"MT OCEANA",LR,"Crude Oil Tanker"
9280653,636015686,"CMA CGM VERDI",LR,"Container Ship"
9280641,636015685,"CMA CGM STRAUSS",LR,"Container Ship"
9129823,636015681,"ELENI I",LR,"Container Ship"
9286956,636015676,BELLAMYS,LR,"Bulk Carrier"
9157698,636015675,"MSC ITEA",LR,"Container Ship"
9157703,636015674,"MSC KORONI",LR,"Container Ship"
9663635,636015672,ASTORIA,LR,"Bulk Carrier"
9663623,636015671,ALICIA,LR,"Bulk Carrier"
8813051,636015670,"RIVER TRADER",LR,"General Cargo"
8324593,636015669,"RIVER PRIDE",LR,"General Cargo"
9631125,636015668,"HANJIN FLORIDA",LR,"Container Ship"
9631101,636015667,"HANJIN CALIFORNIA",LR,Cargo
9619440,636015666,"MSC ANCHORAGE",LR,"Container Ship"
9619438,636015665,"MSC ALBANY",LR,"Container Ship"
9619426,636015664,"MSC ALTAMIRA",LR,"Container Ship"
9019779,636015663,KHADIJA,LR,"Oil/Chemical Tanker"
9649835,636015660,"CAP CAPRICORN",LR,"Container Ship"
9644990,636015659,"KOTA EKSPRES",LR,"Container Ship"
9326330,636015658,"AFRICAN JUNIPER",LR,"Bulk Carrier"
9604914,636015657,"GRACIOUS ACE",LR,"Vehicles Carrier"
9493755,636015656,"MOUNT APO",LR,Cargo
8753782,636015654,"VALIANT DRILLER",LR,"Other Type"
9609744,636015651,"NS YAKUTIA",LR,"Bulk Carrier"
9609732,636015650,"NS ENERGY",LR,"Bulk Carrier"
9172961,636015649,"MV BENITA",LR,"Bulk Carrier"
9334351,636015646,"EM KEA",LR,"Container Ship"
9047362,636015645,ORITSELA,LR,"Crude Oil Tanker"
9047398,636015644,WABA,LR,"Crude Oil Tanker"
9048081,636015643,"GOD'S GRACE",LR,"Crude Oil Tanker"
9048093,636015642,"DIVINE ORDER",LR,"Crude Oil Tanker"
9582245,636015641,"HYUNDAI DANGJIN",LR,Cargo
9638886,636015640,"SOMNIUM AUSTRALIS",LR,"Bulk Carrier"
9548213,636015637,JUNIOR,LR,Cargo
9122100,636015635,NGMSAILOR,LR,"Bulk Carrier"
9595412,636015632,"AZUL HORIZONTE",LR,Cargo
9594509,636015629,"WARNOW VENUS",LR,"General Cargo"
9382176,636015628,ITHAKI,LR,Tanker
9493236,636015627,WOODGATE,LR,"Bulk Carrier"
8753031,636015626,"HERCULES 266",LR,"Other Type"
9189902,636015625,"BALTIC HOLLYHOCK",LR,Reefer
9579511,636015624,"ALMI GLOBE",LR,"Crude Oil Tanker"
9643477,636015620,"TEAMWORTH NO.2",LR,Cargo
9284697,636015619,ID:636015619,LR,"Oil/Chemical Tanker"
9137820,636015615,"CRYSTAL JADE",LR,"General Cargo"
9371335,636015614,NAXOS,,"Oil Products Tanker"
9622667,636015613,INNOVATION,LR,"Bulk Carrier"
9178537,636015612,"EM ITHAKI",LR,"Container Ship"
9459125,636015611,"DIGNITY C",LR,Cargo
9450362,636015609,"XIN FU 12",LR,Cargo
9475703,636015607,"HYUNDAI AMBITION",LR,"Container Ship"
9465277,636015604,"MSC ALTAIR",LR,"Container Ship"
9169768,636015601,"ICE HAWK",LR,"Oil/Chemical Tanker"
9196307,636015600,"MEL PRIDE",LR,"General Cargo"
9615107,636015598,"SEA SMILE",LR,"Bulk Carrier"
9407330,636015597,"NAVIGATOR PHOENIX",LR,"Lpg Tanker"
9407328,636015596,"NAVIGATOR PEGASUS",LR,"Lpg Tanker"
9041435,636015595,IMPROS,LR,"Crude Oil Tanker"
9595395,636015594,DELTA,LR,"Bulk Carrier"
9292357,636015592,"HIGH PROSPERITY",LR,"Oil Products Tanker"
9521980,636015590,"SHAGANG FAITH",LR,Cargo
9640114,636015589,"LUMPHINI PARK",LR,"Oil/Chemical Tanker"
9519573,636015588,"SHAGANG VOLITION",LR,Cargo
9640102,636015587,"GOLDEN RAY",LR,"Oil/Chemical Tanker"
9510486,636015585,"WUGANG CAIFU",LR,Cargo
9607629,636015584,"HISTRIA CROWN",LR,"Oil/Chemical Tanker"
9518983,636015583,"M/V DINKELDIEP",LR,"General Cargo"
9518995,636015582,DORADODIEP,LR,"General Cargo"
9271585,636015581,"CRESCENT MOON",LR,"Crude Oil Tanker"
9041447,636015578,"SANTA CRUZ I",LR,"Crude Oil Tanker"
9582257,636015576,"PILBARA MARU",LR,Cargo
9607033,636015575,"ORE SAO LUIS",LR,"Ore Carrier"
9238313,636015569,ANTONIA,LR,"Bulk Carrier"
9108867,636015568,RENNES,LR,"Oil Products Tanker"
9590175,636015567,"KYRA ZAFIRA",LR,Cargo
9192155,636015566,INDUSTRIALACE,LR,"General Cargo"
9610810,636015565,"VIKTOR BAKAEV",LR,"Crude Oil Tanker"
9610808,636015564,"ANATOLY KOLODKIN",LR,"Crude Oil Tanker"
9610793,636015563,"GEORGY MASLOV",LR,"Crude Oil Tanker"
9610781,636015562,"NIKOLAY ZUYEV",LR,"Crude Oil Tanker"
9391919,636015561,"VOS TRADER",LR,"Standby Safety Vessel"
9315185,636015560,ANTARCTIC,LR,"Crude Oil Tanker"
9476927,636015559,"ULTRA GUJARAT",LR,"Bulk Carrier"
9176668,636015558,RESOUNDER,LR,"Bulk Carrier"
9610418,636015557,"GENUINE ACE",LR,"Vehicles Carrier"
9642019,636015556,"STENAWECO SPIRIT",LR,"Oil/Chemical Tanker"
8771629,636015555,"ENSCO 122",LR,"Drilling Jack Up"
9601340,636015549,IOLI,LR,"Bulk Carrier"
9601338,636015548,LITO,LR,"Bulk Carrier"
9497529,636015547,FAITH,LR,"Bulk Carrier"
9434785,636015544,STELLA,LR,"Bulk Carrier"
9047271,636015543,"BAY  PHOENIX",LR,Reefer
9611058,636015540,KALAMAZOO,LR,"Container Ship"
9611046,636015539,TALLAHASSEE,LR,Cargo
9611034,636015538,CHATTANOOGA,LR,Cargo
9080182,636015537,"MARIA STAR",LR,"Bulk Carrier"
9548237,636015536,CLIA,LR,"Bulk Carrier"
9485930,636015534,SHELDUCK,LR,"Bulk Carrier"
8618217,636015533,"OSX 2",LR,"Floating Storage/Production"
9616084,636015530,"ARIF AMCA",LR,"General Cargo"
9053957,636015529,"PRINCE OF SOUND",LR,Reefer
9073268,636015528,"PRINCE OF STREAM",LR,Reefer
9358541,636015526,"SAKURA PRINCESS",LR,"Crude Oil Tanker"
9168465,636015525,"IRON KOVDOR",LR,"Bulk Carrier"
9227273,636015524,"CAP TALBOT",LR,"Container Ship"
9215660,636015523,TRAFALGAR,LR,"Container Ship"
9406659,636015522,SESTREA,LR,"Crude Oil Tanker"
9171175,636015521,"ICE EAGLE",LR,"Crude Oil Tanker"
9156498,636015520,IERAX,LR,"Oil Products Tanker"
9435844,636015519,LEON,LR,"Oil/Chemical Tanker"
9146613,636015518,"HOLY LIGHT",LR,"Bulk Carrier"
9296731,636015517,"STOLT COURAGE",LR,"Oil/Chemical Tanker"
9475674,636015516,"HYUNDAI TENACITY",LR,"Container Ship"
9456991,636015515,"MERKUR HARBOUR",LR,"Container Ship"
9473731,636015514,"HYUNDAI TOGETHER",LR,"Container Ship"
9603532,636015513,"TW JIANGSU",LR,"Bulk Carrier"
9603520,636015512,"TW HAMBURG",LR,"Bulk Carrier"
9603506,636015511,"TW BEIJING",LR,"Bulk Carrier"
9594121,636015510,"TW MANILA",LR,"Bulk Carrier"
9632234,636015509,"IMPERATOR AUSTRALIS",LR,"Bulk Carrier"
9162033,636015507,ARIETIS,LR,"Crude Oil Tanker"
9465265,636015506,"MSC VEGA",LR,"Container Ship"
9182045,636015505,"ARCADIA 1",LR,"Oil Products Tanker"
9484522,636015503,LANA,LR,"Container Ship"
9580417,636015502,"NAVE ESTELLA",LR,Tanker
9611890,636015500,"DORIC LIBERTY",LR,Cargo
9215543,636015499,TYCOON,LR,"Bulk Carrier"
9611905,636015498,NIREAS,LR,"Bulk Carrier"
9231793,636015497,"ANL WOOLAMAI",LR,"Container Ship"
9231779,636015496,"OOCL MEXICO",LR,"Container Ship"
9215684,636015495,"CAP STEWART",LR,"Container Ship"
9215696,636015494,"CAP SPENCER",LR,"Container Ship"
9154854,636015492,"MV VOGE RENATE",LR,"Bulk Carrier"
9435832,636015487,GERANI,LR,"Oil/Chemical Tanker"
9595228,636015484,DALIAN,LR,Tanker
9595216,636015483,BOSTON,LR,Tanker
9214264,636015482,ALTAI,LR,"Bulk Carrier"
9626560,636015481,PELICAN,LR,"Container Ship"
9626558,636015480,KESTREL,LR,"Container Ship"
9622916,636015479,"TONIC SEA",LR,"Bulk Carrier"
9484704,636015478,"TANGO SEA",LR,"Bulk Carrier"
8800315,636015477,USOLIE,LR,"Bulk Carrier"
9445227,636015476,"FPMC B LUCK",LR,Cargo
9445215,636015475,"FPMC B KINGDOM",LR,Cargo
9423346,636015474,"FPMC B JUSTICE",LR,"Bulk Carrier"
9423334,636015473,"FPMC B IMAGE",LR,Cargo
9457531,636015472,"FPMC C ORIENT",LR,"Crude Oil Tanker"
9419955,636015471,"FPMC C NOBLE",LR,Tanker
9156486,636015470,"OLIVIA II",LR,"Oil/Chemical Tanker"
9149378,636015468,"PAOLO U",LR,"Bulk Carrier"
9484534,636015467,ROSA,LR,"Container Ship"
9459101,636015465,NOBILITY,LR,"Container Ship"
9638678,636015464,ICARUS,LR,"Bulk Carrier"
9486130,636015463,ALFIOS,LR,"Bulk Carrier"
9086083,636015462,PROSPERITY,LR,"Bulk Carrier"
9459113,636015461,UNITY,LR,"Bulk Carrier"
9500675,636015458,"BULK HONDURAS",LR,"Bulk Carrier"
9459709,636015457,"FPMC P IDEAL",LR,"Crude Oil Tanker"
9000194,636015456,NAVARINO,LR,"Crude Oil Tanker"
9539248,636015455,"BUENOS AIRES",LR,"Bulk Carrier"
9171266,636015453,FRATZESCOS,LR,"Bulk Carrier"
9114476,636015448,"MARINA K",LR,"Bulk Carrier"
9553220,636015447,SUPERIOR,LR,"Bulk Carrier"
9553256,636015446,VOYAGER,LR,"Bulk Carrier"
9553244,636015445,OBSERVATOR,LR,"Bulk Carrier"
9639074,636015442,"NOBLE TOM MADDEN",LR,"Other Type"
8308989,636015432,HARMONY,LR,"Bulk Carrier"
9532202,636015431,"SANKO FORTUNE",LR,"Bulk Carrier"
9514822,636015430,"AGAPI S",LR,"Bulk Carrier"
9532197,636015429,"MORNING CLOUD",LR,"Bulk Carrier"
9527233,636015428,"POPI S",LR,"Bulk Carrier"
9621481,636015427,"ENSCO 121",LR,"Drilling Jack Up"
9621479,636015426,"ENSCO 120",LR,"Other Type"
9259379,636015423,"EM ANDROS",LR,"Container Ship"
9595151,636015422,"CIELO DI CAPALBIO",LR,"Bulk Carrier"
9595149,636015421,"CIELO DI VAIANO",LR,"Bulk Carrier"
9588603,636015419,"HELVETIA ONE",LR,Cargo
9127629,636015418,ORIENTAL,LR,"Bulk Carrier"
